2026-05-10 20:46:45,856 | DEBUG    | asyncio | __init__:633 | Using proactor: IocpProactor
2026-05-10 20:47:16,459 | INFO     | telethon.network.mtprotosender | _disconnect:345 | Disconnection from 149.154.167.51:443/TcpFull complete!
2026-05-10 20:47:16,463 | DEBUG    | __main__ | run_sherlock_deleter:131 | [+91 96507 36946] Соединение закрыто.
2026-05-10 20:47:16,463 | DEBUG    | __main__ | run_sherlock_deleter:97 | Инициализация сессии: +91 96572 77905
2026-05-10 20:47:16,465 | INFO     | __main__ | run_sherlock_deleter:102 | [+91 96572 77905] Подключение...
2026-05-10 20:47:16,466 | INFO     | telethon.network.mtprotosender | _connect:234 | Connecting to 149.154.167.51:443/TcpFull...
2026-05-10 20:47:16,466 | DEBUG    | telethon.network.mtprotosender | _try_connect:289 | Connection attempt 1...
2026-05-10 20:47:16,469 | DEBUG    | telethon.network.mtprotosender | _try_connect:291 | Connection success!
2026-05-10 20:47:16,469 | DEBUG    | telethon.network.mtprotosender | _connect:273 | Starting send loop
2026-05-10 20:47:16,469 | DEBUG    | telethon.network.mtprotosender | _connect:276 | Starting receive loop
2026-05-10 20:47:16,470 | INFO     | telethon.network.mtprotosender | _connect:285 | Connection to 149.154.167.51:443/TcpFull complete!
2026-05-10 20:47:16,475 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:16,475 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290254813257260 to InvokeWithLayerRequest (25498310050)
2026-05-10 20:47:16,476 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:47:16,477 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:16,477 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:16,478 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:16,736 | DEBUG    | telethon.network.mtprotostate | update_time_offset:268 | Updated time offset (old offset 0, bad 7638290255854737324, good 7638290351739512833, new 23)
2026-05-10 20:47:16,736 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:756 | Handling bad salt for message 7638290254813257260
2026-05-10 20:47:16,737 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:761 | 1 message(s) will be resent
2026-05-10 20:47:16,738 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:16,738 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290354647144768 to InvokeWithLayerRequest (25498310050)
2026-05-10 20:47:16,738 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:47:16,739 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:16,740 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:16,740 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290354654509040 to MsgsAck (25498bae0f0)
2026-05-10 20:47:16,740 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:16,741 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:16,741 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:16,827 | DEBUG    | telethon.network.mtprotosender | _handle_container:663 | Handling container
2026-05-10 20:47:16,828 | DEBUG    | telethon.network.mtprotosender | _handle_new_session_created:831 | Handling new session created
2026-05-10 20:47:16,829 | DEBUG    | telethon.network.mtprotosender | _handle_ack:850 | Handling acknowledge for [7638290354647144768]
2026-05-10 20:47:16,830 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:16,836 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638290354647144768
2026-05-10 20:47:16,837 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:16,837 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290355044517016 to GetUsersRequest (25498310050)
2026-05-10 20:47:16,837 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 32 bytes for sending
2026-05-10 20:47:16,838 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:16,838 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:16,839 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290355050933336 to MsgsAck (25498c46bd0)
2026-05-10 20:47:16,840 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 60 bytes for sending
2026-05-10 20:47:16,841 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:16,842 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:16,938 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638290355044517016
2026-05-10 20:47:16,938 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:16,940 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290355454616996 to MsgsAck (25498ba6c10)
2026-05-10 20:47:16,940 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:16,940 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:16,941 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:16,941 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290355459311936 to MsgsAck (25498ba70e0)
2026-05-10 20:47:16,941 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:16,942 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:16,942 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:16,943 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290355468981240 to GetStateRequest (25498310180)
2026-05-10 20:47:16,944 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 20 bytes for sending
2026-05-10 20:47:16,945 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:16,945 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:17,043 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638290355468981240
2026-05-10 20:47:17,043 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:17,044 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290356167773344 to MsgsAck (25498c20fb0)
2026-05-10 20:47:17,045 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:17,046 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:17,046 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:17,047 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290356179184056 to MsgsAck (25498c20ef0)
2026-05-10 20:47:17,047 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:17,048 | ERROR    | __main__ | run_sherlock_deleter:106 | [+91 96572 77905] ❌ СЕССИЯ НЕ АВТОРИЗОВАНА/ЗАБАНЕНА
2026-05-10 20:47:17,048 | INFO     | telethon.network.mtprotosender | _disconnect:325 | Disconnecting from 149.154.167.51:443/TcpFull...
2026-05-10 20:47:17,049 | DEBUG    | telethon.network.mtprotosender | _disconnect:328 | Closing current connection...
2026-05-10 20:47:17,049 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:17,049 | DEBUG    | telethon.network.mtprotosender | _disconnect:331 | Cancelling 0 pending message(s)...
2026-05-10 20:47:17,050 | INFO     | telethon.network.mtprotosender | _disconnect:345 | Disconnection from 149.154.167.51:443/TcpFull complete!
2026-05-10 20:47:17,054 | DEBUG    | __main__ | run_sherlock_deleter:131 | [+91 96572 77905] Соединение закрыто.
2026-05-10 20:47:17,055 | DEBUG    | __main__ | run_sherlock_deleter:97 | Инициализация сессии: +91 96917 65174
2026-05-10 20:47:17,056 | INFO     | __main__ | run_sherlock_deleter:102 | [+91 96917 65174] Подключение...
2026-05-10 20:47:17,056 | INFO     | telethon.network.mtprotosender | _connect:234 | Connecting to 149.154.167.51:443/TcpFull...
2026-05-10 20:47:17,057 | DEBUG    | telethon.network.mtprotosender | _try_connect:289 | Connection attempt 1...
2026-05-10 20:47:17,059 | DEBUG    | telethon.network.mtprotosender | _try_connect:291 | Connection success!
2026-05-10 20:47:17,060 | DEBUG    | telethon.network.mtprotosender | _connect:273 | Starting send loop
2026-05-10 20:47:17,063 | DEBUG    | telethon.network.mtprotosender | _connect:276 | Starting receive loop
2026-05-10 20:47:17,063 | INFO     | telethon.network.mtprotosender | _connect:285 | Connection to 149.154.167.51:443/TcpFull complete!
2026-05-10 20:47:17,068 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:17,068 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290257479198140 to InvokeWithLayerRequest (25498312060)
2026-05-10 20:47:17,069 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:47:17,070 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:17,070 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:17,071 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:17,439 | DEBUG    | telethon.network.mtprotostate | update_time_offset:268 | Updated time offset (old offset 0, bad 7638290258963537856, good 7638290354548529153, new 22)
2026-05-10 20:47:17,440 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:756 | Handling bad salt for message 7638290257479198140
2026-05-10 20:47:17,441 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:761 | 1 message(s) will be resent
2026-05-10 20:47:17,443 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:17,444 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290353471121284 to InvokeWithLayerRequest (25498312060)
2026-05-10 20:47:17,444 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:47:17,445 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:17,446 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:17,446 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290353479886508 to MsgsAck (25498c4a710)
2026-05-10 20:47:17,446 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:17,447 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:17,448 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:17,567 | DEBUG    | telethon.network.mtprotosender | _handle_container:663 | Handling container
2026-05-10 20:47:17,568 | DEBUG    | telethon.network.mtprotosender | _handle_new_session_created:831 | Handling new session created
2026-05-10 20:47:17,569 | DEBUG    | telethon.network.mtprotosender | _handle_ack:850 | Handling acknowledge for [7638290353471121284]
2026-05-10 20:47:17,569 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:17,594 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638290353471121284
2026-05-10 20:47:17,595 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:17,595 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290354075050804 to GetUsersRequest (25498312060)
2026-05-10 20:47:17,595 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 32 bytes for sending
2026-05-10 20:47:17,596 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:17,596 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:17,596 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290354080811000 to MsgsAck (25498c4a6c0)
2026-05-10 20:47:17,597 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 60 bytes for sending
2026-05-10 20:47:17,597 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:17,598 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:17,698 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638290354075050804
2026-05-10 20:47:17,698 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:17,699 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290354493263696 to MsgsAck (25498c4a990)
2026-05-10 20:47:17,700 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:17,701 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:17,701 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:17,701 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290354500588868 to MsgsAck (25498c4a850)
2026-05-10 20:47:17,701 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:17,703 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:17,703 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
